Year,Category_CN,Category,Title,Total_Authors,China_Authors,Foreign_Authors,Unknown_Authors,Authors_List,URL
2025,有国外元素,international,Landsat-Derived Rainfed and Irrigated-Area Product for Conterminous United States for the Year 2020 (LRIP30 CONUS 2020) Using Supervised and Unsupervised Machine Learning on the Cloud,11,1,5,5,"Teluguntla, Pardhasaradhi (India); Thenkabail, Prasad S. (India); Oliphant, Adam (Unknown); Aneece, Itiya (Ethiopia); Biggs, Trent (Unknown); Gumma, Murali Krishna (Unknown); Foley, Daniel (USA); McCormick, Richard (USA); Neelam, Rohitha (Unknown); Long, Emerson (China); Lawton, Jake (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000011/art00012;jsessionid=w35fyfgpuyof.x-ic-live-02
2025,纯国内,china_only,Novel Spatiotemporal ConvLSTM-Based Cellular Automata Model for Simulating Urban Expansion,4,4,0,0,"Zhou, Ye (China); Qiu, Yu (China); Wu, Tao (China); Lv, Laishui (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000011/art00013;jsessionid=w35fyfgpuyof.x-ic-live-02
2025,纯国内,china_only,Global Multi-Scale Fusion Self-Calibration Network for Remote Sensing Object Detection,8,8,0,0,"Chen, Yan (China); Shi, Xinlu (China); Wang, Xiaofeng (China); Gu, Qi (China); Zhang, Chen (China); Xu, Lixiang (China); Zhan, Shian (China); Yu, Wenle (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000010/art00007;jsessionid=1tw9osxlirnht.x-ic-live-03
2025,纯国内,china_only,MRTD-Based Effective Range Analysis of Airborne Infrared Imaging Systems for Ship Detection: Optimization of the Calculation for Operational Range Through an Improved MRTD Model,9,9,0,0,"Yan, Peng (China); Tian, Yuyang (China); Ling, Xiao (China); Zhu, Kaikai (China); Sheng, Qinghong (China); Wang, Bo (China); Li, Jun (China); Liu, Xiang (China); Xu, Xiao (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000010/art00010;jsessionid=1tw9osxlirnht.x-ic-live-03
2025,不确定,uncertain,Convolutional Neural Networks for Land Use and Land Cover Multi-class Maps from Historical Aerial Photographs,1,0,0,1,"Kostrzewa, Adam (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000010/art00011;jsessionid=1tw9osxlirnht.x-ic-live-03
2025,有国外元素,international,Thirty Years of the U.S. National Land Cover Database: Impacts and Future Direction,10,1,2,7,"Sohl, Terry (Unknown); Jin, Suming (China); Dewitz, Jon (Unknown); Wickham, James (Unknown); Brown, Jesslyn (USA); Stehman, Stephen (Unknown); Herold, Nathaniel (Unknown); Schleeweis, Karen (Germany); Tollerud, Heather (Unknown); Deering, Carol (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000010/art00013;jsessionid=1tw9osxlirnht.x-ic-live-03
2025,有国外元素,international,Crack Parameter Determination Based on Multiple-Window Matching Strategy and Crack Grid Geometry Analysis,13,12,1,0,"Tong, Xiaohua (China); Gao, Sa (China); Ye, Zhen (China); Chen, Peng (China); Liu, Shijie (China); Xie, Huan (China); Liu, Xianglei (China); Hong, Zhonghua (Korea); Zhang, Dezhi (China); Yang, Jun (China); Song, Yanfeng (China); Lv, Hongpeng (China); Cao, Dong (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000009/art00008;jsessionid=i87um3i9arju.x-ic-live-03
2025,纯国内,china_only,LFSA‐YOLOv7: A Novel Method for Ship Detection in Remote Sensing Images with Complex Backgrounds,7,7,0,0,"Gu, Heng (China); Li, Wei (China); Zhang, Linlin (China); Meng, Qingyan (China); Wei, Lianhuan (China); Wu, Hantian (China); Ma, Jian (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000009/art00009;jsessionid=i87um3i9arju.x-ic-live-03
2025,纯国内,china_only,Lightweight and Accurate Video Synthetic Aperture Radar Target Detection Network,4,4,0,0,"Ma, Huilian (China); Li, Yinwei (China); Li, Weisong (China); Zhu, Yiming (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000009/art00011;jsessionid=i87um3i9arju.x-ic-live-03
2025,纯国内,china_only,Hierarchical Multi-Scale Cross Interaction Network for Enhanced Hyperspectral Image Classification,4,4,0,0,"Feng, Yuting (China); Yang, Lina (China); Wu, Thomas (China); Huang, Youju (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000008/art00010;jsessionid=122mmpemfy3fo.x-ic-live-02
2025,不确定,uncertain,Efficient Coral Survey Using Aerial Remote Sensing and Multi-modal Segmentation for Large-Scale Ecological Assessment,6,4,0,2,"Qin, Jiangying (China); Li, Ming (China); Armin, Gruen (Unknown); Gong, Jianya (Unknown); Zhong, Jiageng (China); Liao, Xuan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000008/art00013;jsessionid=122mmpemfy3fo.x-ic-live-02
2025,纯国内,china_only,On the Transferability of Semantic Segmentation for Very-High-Resolution Remote Sensing Data of Multi-City Environments,3,3,0,0,"Qin, Rongjun (China); Zhang, Guixiang (China); Tang, Yang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000008/art00014;jsessionid=122mmpemfy3fo.x-ic-live-02
2025,不确定,uncertain,Combined Use of Satellite Observations and the RIM for Assessing Recovery from Natural Disasters,6,5,0,1,"Cao, Changyong (China); Wang, Wenhui (China); Bai, Yan (China); Shao, Xi (China); Uprety, Sirish (Unknown); Qiu, Hong-Lie (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00010;jsessionid=2q9gq1xsb5mij.x-ic-live-03
2025,有国外元素,international,Analysis of Landslide Susceptibility of the Darjeeling District Using a Frequency Ratio Model and Geographical Weighted Regression,2,0,1,1,"Sen, Suhel (Unknown); Sarif, Md.Omar (Arab)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00012;jsessionid=2q9gq1xsb5mij.x-ic-live-03
2025,不确定,uncertain,Leadership in COVID-19: Mitigation Strategies across Top 30 Gross Domestic Product Countries,2,0,0,2,"Ozdenerol, Esra (Unknown); Bingham-Byrne, Rebecca Michelle (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00014;jsessionid=2q9gq1xsb5mij.x-ic-live-03
2025,不确定,uncertain,Lyme Disease Risk Map and Prioritizing Areas for Vaccine Deployment,2,0,0,2,"Bingham-Byrne, Rebecca Michelle (Unknown); Ozdenerol (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00015;jsessionid=2q9gq1xsb5mij.x-ic-live-03
2025,纯国内,china_only,"Enhancing Residential Building Identification in a Coastal Texas City: An Integrated Framework Leveraging Remote Sensing, GIS, and Transfer Learning Techniques",3,3,0,0,"Ye, Xinyue (China); Bai, Weishan (China); Huang, Xiao (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00016;jsessionid=2q9gq1xsb5mij.x-ic-live-03
2025,不确定,uncertain,Spatiotemporal Continuous Shallow Water Bathymetry from a Kriged Kalman Filter,6,4,0,2,"Wang, Lei (China); Liu, Hongxing (China); Kang, Lei (China); Su, Haibin (Unknown); Shu, Song (Unknown); Wang, Jun (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00017;jsessionid=2q9gq1xsb5mij.x-ic-live-03
2025,纯国内,china_only,Texture-Semantic Point: Registration for Point Clouds of Porcelain Relics,6,6,0,0,"Ge, Xuming (China); Wu, Chengze (China); Chen, Min (China); Xu, Bo (China); Zhu, Qing (China); Hu, Han (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000006/art00012;jsessionid=i6uppmkh32fm.x-ic-live-02
2025,不确定,uncertain,A High-Quality Underwater 3D Reconstruction Solution for Coral Reef Environments Leveraging Advanced Photogrammetric Computer Vision Techniques,6,5,0,1,"Zhong, Jiageng (China); Li, Ming (China); Gruen, Armin (Unknown); Liao, Xuan (China); Qin, Jiangying (China); Wang, Bing (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000006/art00014;jsessionid=i6uppmkh32fm.x-ic-live-02
2025,纯国内,china_only,Phase Center Extraction of Corner Reflector Points in Single-Look Complex Image,6,6,0,0,"Zhao, Ruishan (China); Yu, Zhi (China); Wang, Libo (China); Chen, Chunsen (China); Huang, Wenchao (China); Dai, Jiguang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000006/art00015;jsessionid=i6uppmkh32fm.x-ic-live-02
2025,不确定,uncertain,PROSAIL Modeling Coupled with Environmental Stress: Remote Sensing Retrieval of Multiple Dry Matters in the Canopy of Moso Bamboo Forests under the Stress ofPantana phyllostachysaeChao,9,8,0,1,"Xu, Zhanghua (China); Sun, Lei (China); Zhang, Yiwei (China); Zhang, Huafeng (China); Zhang, Hongbin (China); Guan, Fengying (Unknown); Li, Haitao (China); Yang, Yuanyao (China); Zhang, Chaofei (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000005/art00009;jsessionid=vt424fhr7jnu.x-ic-live-01
2025,不确定,uncertain,Wave Period and Direction Inversion from Marine X-band Radar Images using Spatiotemporal Feature Joint Learning,5,2,0,3,"Wang, Li (China); Mei, Hui (Unknown); Yang, Na (China); She, Caiyun (Unknown); Qu, Jian (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000005/art00011;jsessionid=vt424fhr7jnu.x-ic-live-01
2025,不确定,uncertain,Improving Crop Classification by Integrating Phenology Using Random Forests: Assessing the Role of Feature Selection,5,3,0,2,"Jiangwei, Hu (Unknown); Jingye, Shi (China); Jiqiang, Liu (Unknown); Guolong, Guo (China); Jiadong, Jin (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000005/art00013;jsessionid=vt424fhr7jnu.x-ic-live-01
2025,有国外元素,international,Sat2building: Lod-2 Building Reconstruction from Satellite Imagery Using Spatial Embeddings,5,1,1,3,"Schuegraf, Philipp (Germany); Gui, Shengxi (Unknown); Qin, Rongjun (China); Fraundorfer, Friedrich (Unknown); Bittner, Ksenia (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000004/art00009;jsessionid=5pjrfjl3n06o.x-ic-live-01
2025,不确定,uncertain,The Aboveground Carbon Stock of Moso Bamboo Forests Is Significantly Reduced byPantana phyllostachysaeChao Stress: Evidence from Multi-source Remote Sensing Imagery,9,8,0,1,"Yang, Yuanyao (China); Xu, Zhanghua (China); Chen, Lingyan (China); Shen, Wanling (China); Li, Haitao (China); Zhang, Chaofei (China); Sun, Lei (China); Guo, Xiaoyu (China); Guan, Fengying (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000004/art00011;jsessionid=5pjrfjl3n06o.x-ic-live-01
2025,不确定,uncertain,Cost-Effective High-Definition Building Mapping: Box-Supervised Rooftop Delineation Using High- Resolution Remote Sensing Imagery,5,4,0,1,"He, Hongjie (China); Xu, Linlin (China); Chapman, Michael A. (Unknown); Ma, Lingfei (China); Li, Jonathan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000004/art00012;jsessionid=5pjrfjl3n06o.x-ic-live-01
2025,有国外元素,international,Accuracy Assessment of Dense Point Cloud Generated by Deep Learning and Semiglobal Matching,1,0,1,0,"Sadeq, Haval Abduljabbar (Saudi Arabia)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000003/art00010;jsessionid=u925m637u290.x-ic-live-02
2025,不确定,uncertain,A Comparative Study of Deep Learning Methods for Automated Road Network Extraction from High-Spatial-Resolution Remotely Sensed Imagery,8,7,0,1,"Zhou, Haochen (China); He, Hongjie (China); Xu, Linlin (China); Ma, Lingfei (China); Zhang, Dedong (China); Chen, Nan (China); Chapman, Michael A. (Unknown); Li, Jonathan (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000003/art00011;jsessionid=u925m637u290.x-ic-live-02
2025,纯国内,china_only,Real-time Vanishing Point Tracking in Manhattan World Using Improved BaySAC,4,4,0,0,"Ye, Chenming (China); Kang, Zhizhong (China); Cai, Jinhao (China); Zhu, Longze (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000003/art00013;jsessionid=u925m637u290.x-ic-live-02
2025,不确定,uncertain,Spatiotemporal Behavior of Active Forest Fires Using Time-Series MODIS C6 Data,2,0,0,2,"Azimuddin, Syed (Unknown); Dwivedi, R.S. (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000002/art00008;jsessionid=9h4iej2n5ajoc.x-ic-live-03
2025,有国外元素,international,Artificial Neural Network Multi-layer Perceptron Models to Classify California's Crops using Harmonized Landsat Sentinel (HLS) Data,6,0,6,0,"McCormick, Richard (USA); Thenkabail, Prasad S. (India); Aneece, Itiya (Ethiopia); Teluguntla, Pardhasaradhi (India); Oliphant, Adam J. (USA); Foley, Daniel (USA)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000002/art00010;jsessionid=9h4iej2n5ajoc.x-ic-live-03
2025,纯国内,china_only,Individual Tree Segmentation Using Deep Learning and Climbing Algorithm: A Method for Achieving High-precision Single-tree Segmentation in High-density Forests under Complex Environments,4,4,0,0,"Ma, He (China); Zhang, Fangmin (China); Chen, Simin (China); Yu, Jinge (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000002/art00011;jsessionid=9h4iej2n5ajoc.x-ic-live-03
2025,不确定,uncertain,Lightweight Ship Object Detection Algorithm for Remote Sensing Images Based on Multi-scale Perception and Feature Enhancement,4,3,0,1,"Sun, Wei (China); Shen, Xinyi (China); Zhang, Xiaorui (China); Guan, Fei (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000002/art00012;jsessionid=9h4iej2n5ajoc.x-ic-live-03
2025,不确定,uncertain,Landslide Evolution Assessment Based on Sequential InSAR Methods in the Kunming Transmission Line Corridor,8,7,0,1,"Wen, Gang (China); Li, Yizuo (China); Xie, Chuhang (China); Zheng, Zezhong (China); Ma, Yi (China); Zhou, Fangrong (China); Su, Baiyan (Unknown); Tang, Huahui (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000001/art00009;jsessionid=7gkk40y09bk8.x-ic-live-02
2025,不确定,uncertain,Adaptive Orientation Object-Detection Method for Large-scale Remote Sensing Images Based on Multi-scale Block Fusion,4,3,0,1,"Wang, Yanli (China); Dong, Zhipeng (China); Wang, Mi (China); Ding, Yi (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000001/art00012;jsessionid=7gkk40y09bk8.x-ic-live-02
2025,不确定,uncertain,RSODNet: Lightweight Remote Sensing Image Object Detection Combined with BCDNS Compression Algorithm,5,4,0,1,"Zhu, Xinyu (China); Zhang, Zhihua (China); Wang, Wei (China); Hou, Yuhao (Unknown); Yang, Shuwen (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000001/art00013;jsessionid=7gkk40y09bk8.x-ic-live-02
2025,纯国内,china_only,"Monitoring and Predictive Analysis of Surface Deformation Using Combined SBAS-InSAR Technology and CS-Elman Neural Network: A Case Study of Wenchuan County, Sichuan Province, China",2,2,0,0,"Chen, Kuayue (China); Wang, Baoyun (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000001/art00015;jsessionid=7gkk40y09bk8.x-ic-live-02
2024,不确定,uncertain,Remote Sensing Tailing Pond Image–Detection Method Based on YOLOv8-RVSW,2,1,0,1,"Dang, Zhengjun (Unknown); Li, Kun (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000012/art00008;jsessionid=9a8ib0ew1wvq.x-ic-live-03
2024,不确定,uncertain,Monitoring LULC Changes in Babil Province for Sustainable Development Purposes Within the Period 2004–2023,2,0,0,2,"Jassoom, Hayder Hameed (Unknown); Abdoon, Rabab Saadoon (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000012/art00010;jsessionid=9a8ib0ew1wvq.x-ic-live-03
2024,不确定,uncertain,Image Fusion in Remote Sensing: An Overview and Meta-Analysis,3,2,0,1,"Albanwan, Hessah (Unknown); Qin, Rongjun (China); Tang, Yang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000012/art00012;jsessionid=9a8ib0ew1wvq.x-ic-live-03
2024,纯国内,china_only,Morphology-Based Feature Extraction Network for Arbitrary-Oriented SAR Vehicle Detection,2,2,0,0,"Chen, Ting (China); Huang, Xiaohong (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000011/art00010;jsessionid=vj4y1qllys3s.x-ic-live-02
2024,不确定,uncertain,Spatial-Spectral Middle Cross-Attention Fusion Network for Hyperspectral Image Superresolution,5,4,0,1,"Lang, Xiujuan (Unknown); Lu, Tao (China); Zhang, Yanduo (China); Jiang, Junjun (China); Xiong, Zixiang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000011/art00011;jsessionid=vj4y1qllys3s.x-ic-live-02
2024,有国外元素,international,Machine Learning and New-Generation Spaceborne Hyperspectral Data Advance Crop Type Mapping,7,0,6,1,"Aneece, Itiya (Ethiopia); Thenkabail, Prasad S. (India); McCormick, Richard (USA); Alifu, Haireti (Unknown); Foley, Daniel (USA); Oliphant, Adam J. (USA); Teluguntla, Pardhasaradhi (India)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000011/art00012;jsessionid=vj4y1qllys3s.x-ic-live-02
2024,纯国内,china_only,A Variable-Iterative Fully Convolutional Neural Network for Sparse Unmixing,6,6,0,0,"Kong, Fanqiang (China); Lv, Zhijie (China); Wang, Kun (China); Fang, Xu (China); Zheng, Yuhan (China); Yu, Shengjie (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000011/art00014;jsessionid=vj4y1qllys3s.x-ic-live-02
2024,纯国内,china_only,Attention Heat Map-Based Black-Box Local Adversarial Attack for Synthetic Aperture Radar Target Recognition,4,4,0,0,"Wan, Xuanshen (China); Liu, Wei (China); Niu, Chaoyang (China); Lu, Wanjie (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00008;jsessionid=27o0mw2ek145f.x-ic-live-03
2024,纯国内,china_only,Exploring the Potential of the Hyperspectral Remote Sensing Data China OrbitaZhuhai-1in Land Cover Classification,6,6,0,0,"Li, Caixia (China); Xiong, Xiaoyan (China); Wang, Lin (China); Li, Yunfan (China); Wang, Jiaqi (China); Zhang, Xiaoli (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00010;jsessionid=27o0mw2ek145f.x-ic-live-03
2024,纯国内,china_only,Teacher-Student Prototype Enhancement Network for a Few-Shot Remote Sensing Scene Classification,3,3,0,0,"Zhu, Ye (China); Yang, Shanying (China); Yu, Yang (China)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00012;jsessionid=27o0mw2ek145f.x-ic-live-03
2024,有国外元素,international,Bank Line Extraction by Integration of Orthoimages and Lidar Digital Elevation Model Using Principal Component Analysis and Alpha Matting,1,0,1,0,"Deshpande, Sagar S. (USA)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00013;jsessionid=27o0mw2ek145f.x-ic-live-03
2024,不确定,uncertain,Development of an Automatic Feature Point Classification Method for Three-Dimensional Mapping Around Slewing and Derricking Cranes,4,0,0,4,"Shigemori, Hisakazu (Unknown); Susaki, Junichi (Unknown); Yoneda, Mizuki (Unknown); Ososinski, Marek (Unknown)",https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00007;jsessionid=1mbv2n6m4be2x.x-ic-live-03
